|  Outcome selected for analysis   |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1           |           1            |           1           |           1            |           1           |           1            |          1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |          1           |          1           |           1           |          1           |           1           |          1           |           1           |           1           |           1           |          1           |           1           |           1           |           1           |           1            |           1            |           1           |           1           |           1            |           1            |           1            |           1           |           1           |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1            |           1           |           1            |           1            |           1           |           1           |           1           |           1           |           1           |           1           |           1           |           1            |           1           |          1           |           1           |           1           |           1           |           1            |          1           |           1           |           1           |           1            |          1           |           1            |           1           |          1           |           1           |           1           |           1            |           1            |           1           |           1           |           1            |           1           |           1           |           1           |          1           |          1           |           1           |          1           |           1           |           1           |           1           |           1           |
|        Rule Power Factor         |  0.09057971014492754   |  0.06956521739130435   |  0.08695652173913043   |  0.08695652173913043   |  0.07763975155279502   |  0.012422360248447202  |  0.02795031055900621   |  0.014492753623188404 |  0.04891304347826087   |  0.08695652173913043  |  0.04891304347826087   |  0.04891304347826087  |  0.04891304347826087   | 0.06956521739130435  |  0.06956521739130435  |  0.06956521739130435  |  0.06956521739130435  | 0.10869565217391304  |  0.06956521739130435  |  0.04891304347826087  |  0.04891304347826087  |  0.04891304347826087  |  0.04891304347826087  | 0.08695652173913043  |  0.04891304347826087  |  0.04891304347826087  |  0.04891304347826087  | 0.08695652173913043  | 0.08695652173913043  |  0.04891304347826087  | 0.08695652173913043  |  0.04891304347826087  | 0.021739130434782608 |  0.04891304347826087  |  0.04891304347826087  |  0.04891304347826087  | 0.08695652173913043  |  0.04891304347826087  |  0.04891304347826087  |  0.021739130434782608 |  0.09057971014492754   |  0.06521739130434782   |  0.06521739130434782  |  0.06956521739130435  |  0.04891304347826087   |  0.02898550724637681   |  0.02898550724637681   |  0.02898550724637681  |  0.007246376811594202 |  0.02898550724637681   |  0.02898550724637681   |  0.02898550724637681   |  0.02898550724637681   |  0.007246376811594202  |  0.02898550724637681   |  0.007246376811594202  |  0.02898550724637681   |  0.02898550724637681   |  0.06521739130434782   |  0.06521739130434782  |  0.02898550724637681   |  0.02898550724637681   |  0.06956521739130435  |  0.02898550724637681  |  0.02898550724637681  |  0.02898550724637681  |  0.02898550724637681  |  0.007246376811594202 |  0.007246376811594202 |  0.007246376811594202  |  0.06521739130434782  | 0.06521739130434782  |  0.02898550724637681  |  0.06521739130434782  |  0.02898550724637681  |  0.02898550724637681   | 0.06521739130434782  |  0.02898550724637681  |  0.06521739130434782  |  0.02898550724637681   | 0.06521739130434782  |  0.02898550724637681   |  0.02898550724637681  | 0.06521739130434782  |  0.007246376811594202 |  0.02898550724637681  |  0.02898550724637681   |  0.02898550724637681   |  0.02898550724637681  |  0.02898550724637681  |  0.02898550724637681   |  0.02898550724637681  |  0.007246376811594202 |  0.02898550724637681  | 0.06521739130434782  | 0.06521739130434782  |  0.02898550724637681  | 0.06521739130434782  |  0.02898550724637681  |  0.02898550724637681  |  0.02898550724637681  |  0.02898550724637681  |
|         Sebag-Schoenauer         |          5.0           |          4.0           |          inf           |          inf           |          2.5           |          0.4           |          0.75          |          0.5          |          3.0           |          inf          |          3.0           |          3.0          |          3.0           |         4.0          |          4.0          |          4.0          |          4.0          |         inf          |          4.0          |          3.0          |          3.0          |          3.0          |          3.0          |         inf          |          3.0          |          3.0          |          3.0          |         inf          |         inf          |          3.0          |         inf          |          3.0          |         1.0          |          3.0          |          3.0          |          3.0          |         inf          |          3.0          |          3.0          |          1.0          |          5.0           |          inf           |          inf          |          4.0          |          3.0           |          2.0           |          2.0           |          2.0          |          0.5          |          2.0           |          2.0           |          2.0           |          2.0           |          0.5           |          2.0           |          0.5           |          2.0           |          2.0           |          inf           |          inf          |          2.0           |          2.0           |          4.0          |          2.0          |          2.0          |          2.0          |          2.0          |          0.5          |          0.5          |          0.5           |          inf          |         inf          |          2.0          |          inf          |          2.0          |          2.0           |         inf          |          2.0          |          inf          |          2.0           |         inf          |          2.0           |          2.0          |         inf          |          0.5          |          2.0          |          2.0           |          2.0           |          2.0          |          2.0          |          2.0           |          2.0          |          0.5          |          2.0          |         inf          |         inf          |          2.0          |         inf          |          2.0          |          2.0          |          2.0          |          2.0          |
|              Yule Q              |   0.6071428571428571   |  -0.2857142857142857   |          1.0           |          1.0           |   0.1666666666666668   |  -0.4074074074074074   |  0.03759398496240605   |  -0.3770491803278689  |  -0.42307692307692313  |          1.0          |  0.29729729729729726   |  -0.3333333333333333  |         -0.25          | 0.39534883720930236  |   0.5841584158415842  |  -0.2857142857142857  |  0.12676056338028172  |         1.0          |  -0.2857142857142857  |  -0.42307692307692313 |  0.24999999999999994  |         -0.25         |  0.24999999999999994  |         1.0          |   0.3846153846153847  |  0.29729729729729726  |   0.3846153846153847  |         1.0          |         1.0          |  -0.42307692307692313 |         1.0          |  -0.42307692307692313 | -0.8095238095238094  |  -0.42307692307692313 |  0.24999999999999994  |  0.24999999999999994  |         1.0          |  0.24999999999999994  |  -0.3333333333333333  |  -0.7142857142857143  |   0.6071428571428571   |          1.0           |          1.0          |   0.5157894736842106  |         -0.25          |  0.03448275862068967   |  0.03448275862068967   |  -0.5102040816326532  |  -0.35384615384615387 |  0.03448275862068967   |  0.03448275862068967   |  0.03448275862068967   |  -0.5102040816326532   |  -0.8500000000000001   |  -0.5833333333333333   |  -0.8500000000000001   |  0.03448275862068967   |  -0.5833333333333333   |          1.0           |          1.0          |  0.03448275862068967   |  -0.5833333333333333   |   0.5157894736842106  |  -0.5102040816326532  |  -0.5833333333333333  |  -0.43999999999999995 |  -0.5833333333333333  |  -0.2698412698412699  |  -0.2698412698412699  |  -0.47058823529411764  |          1.0          |         1.0          |  -0.43999999999999995 |          1.0          |  -0.3725490196078432  |  0.03448275862068967   |         1.0          |  -0.5833333333333333  |          1.0          |  0.03448275862068967   |         1.0          |  0.03448275862068967   |  -0.5833333333333333  |         1.0          |  -0.47058823529411764 |  0.13333333333333328  |  0.08474576271186435   |  0.03448275862068967   |  -0.5833333333333333  |  -0.5833333333333333  |  0.08474576271186435   |  -0.5833333333333333  |  -0.47058823529411764 |  -0.3076923076923076  |         1.0          |         1.0          |  0.18032786885245908  |         1.0          |  -0.5102040816326532  |  -0.43999999999999995 |  -0.5102040816326532  |  -0.5833333333333333  |
|              Yule Y              |   0.3383179140419419   |  -0.14589803375031546  |          1.0           |          1.0           |  0.08392021690038397   |  -0.21294036255673582  |  0.018803638662160456  |  -0.1957483666390375  |  -0.22196018374731885  |          1.0          |  0.15208695769896474   |  -0.17157287525380985 |  -0.12701665379258312  |  0.2060685108080589  |    0.32244735376819   |  -0.14589803375031546 |  0.06363695037377372  |         1.0          |  -0.14589803375031546 |  -0.22196018374731885 |   0.1270166537925831  |  -0.12701665379258312 |   0.1270166537925831  |         1.0          |          0.2          |  0.15208695769896474  |          0.2          |         1.0          |         1.0          |  -0.22196018374731885 |         1.0          |  -0.22196018374731885 | -0.5100689408271791  |  -0.22196018374731885 |   0.1270166537925831  |   0.1270166537925831  |         1.0          |   0.1270166537925831  |  -0.17157287525380985 |  -0.4202041028867288  |   0.3383179140419419   |          1.0           |          1.0          |  0.27779673882646494  |  -0.12701665379258312  |  0.017246507621122818  |  0.017246507621122818  |  -0.2742953995435618  |  -0.1828375385094498  |  0.017246507621122818  |  0.017246507621122818  |  0.017246507621122818  |  -0.2742953995435618   |  -0.5567262498321919   |   -0.321886522170148   |  -0.5567262498321919   |  0.017246507621122818  |   -0.321886522170148   |          1.0           |          1.0          |  0.017246507621122818  |   -0.321886522170148   |  0.27779673882646494  |  -0.2742953995435618  |   -0.321886522170148  |  -0.23182324357785014 |   -0.321886522170148  |  -0.13747037926985856 |  -0.13747037926985856 |         -0.25          |          1.0          |         1.0          |  -0.23182324357785014 |          1.0          |   -0.193229565010688  |  0.017246507621122818  |         1.0          |   -0.321886522170148  |          1.0          |  0.017246507621122818  |         1.0          |  0.017246507621122818  |   -0.321886522170148  |         1.0          |         -0.25         |  0.06696562634074717  |   0.0424492346407451   |  0.017246507621122818  |   -0.321886522170148  |   -0.321886522170148  |   0.0424492346407451   |   -0.321886522170148  |         -0.25         |  -0.1576707807867545  |         1.0          |         1.0          |   0.0909090909090909  |         1.0          |  -0.2742953995435618  |  -0.23182324357785014 |  -0.2742953995435618  |   -0.321886522170148  |
|         Weighted Support         |  0.13043478260869565   |  0.10869565217391304   |  0.08695652173913043   |  0.08695652173913043   |  0.15217391304347827   |  0.15217391304347827   |  0.15217391304347827   |  0.13043478260869565  |  0.08695652173913043   |  0.08695652173913043  |  0.08695652173913043   |  0.08695652173913043  |  0.08695652173913043   | 0.10869565217391304  |  0.10869565217391304  |  0.10869565217391304  |  0.10869565217391304  | 0.10869565217391304  |  0.10869565217391304  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  | 0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  | 0.08695652173913043  | 0.08695652173913043  |  0.08695652173913043  | 0.08695652173913043  |  0.08695652173913043  | 0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  | 0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.13043478260869565   |  0.06521739130434782   |  0.06521739130434782  |  0.10869565217391304  |  0.08695652173913043   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.10869565217391304  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782   | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782   | 0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  | 0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |
|      Weighted Rule Support       |  0.10869565217391304   |  0.08695652173913043   |  0.08695652173913043   |  0.08695652173913043   |  0.10869565217391304   |  0.043478260869565216  |  0.06521739130434782   |  0.043478260869565216 |  0.06521739130434782   |  0.08695652173913043  |  0.06521739130434782   |  0.06521739130434782  |  0.06521739130434782   | 0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  |  0.08695652173913043  | 0.10869565217391304  |  0.08695652173913043  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.08695652173913043  |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.08695652173913043  | 0.08695652173913043  |  0.06521739130434782  | 0.08695652173913043  |  0.06521739130434782  | 0.043478260869565216 |  0.06521739130434782  |  0.06521739130434782  |  0.06521739130434782  | 0.08695652173913043  |  0.06521739130434782  |  0.06521739130434782  |  0.043478260869565216 |  0.10869565217391304   |  0.06521739130434782   |  0.06521739130434782  |  0.08695652173913043  |  0.06521739130434782   |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216  |  0.021739130434782608  |  0.043478260869565216  |  0.021739130434782608  |  0.043478260869565216  |  0.043478260869565216  |  0.06521739130434782   |  0.06521739130434782  |  0.043478260869565216  |  0.043478260869565216  |  0.08695652173913043  |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.021739130434782608 |  0.021739130434782608 |  0.021739130434782608  |  0.06521739130434782  | 0.06521739130434782  |  0.043478260869565216 |  0.06521739130434782  |  0.043478260869565216 |  0.043478260869565216  | 0.06521739130434782  |  0.043478260869565216 |  0.06521739130434782  |  0.043478260869565216  | 0.06521739130434782  |  0.043478260869565216  |  0.043478260869565216 | 0.06521739130434782  |  0.021739130434782608 |  0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216  |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216  |  0.043478260869565216 |  0.021739130434782608 |  0.043478260869565216 | 0.06521739130434782  | 0.06521739130434782  |  0.043478260869565216 | 0.06521739130434782  |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |  0.043478260869565216 |
|       Weighted Confidence        |   0.8333333333333334   |          0.8           |          1.0           |          1.0           |   0.7142857142857142   |   0.2857142857142857   |  0.42857142857142855   |   0.3333333333333333  |          0.75          |          1.0          |          0.75          |          0.75         |          0.75          |         0.8          |          0.8          |          0.8          |          0.8          |         1.0          |          0.8          |          0.75         |          0.75         |          0.75         |          0.75         |         1.0          |          0.75         |          0.75         |          0.75         |         1.0          |         1.0          |          0.75         |         1.0          |          0.75         |         0.5          |          0.75         |          0.75         |          0.75         |         1.0          |          0.75         |          0.75         |          0.5          |   0.8333333333333334   |          1.0           |          1.0          |          0.8          |          0.75          |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666   |   0.3333333333333333   |   0.6666666666666666   |   0.3333333333333333   |   0.6666666666666666   |   0.6666666666666666   |          1.0           |          1.0          |   0.6666666666666666   |   0.6666666666666666   |          0.8          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.3333333333333333  |   0.3333333333333333  |   0.3333333333333333   |          1.0          |         1.0          |   0.6666666666666666  |          1.0          |   0.6666666666666666  |   0.6666666666666666   |         1.0          |   0.6666666666666666  |          1.0          |   0.6666666666666666   |         1.0          |   0.6666666666666666   |   0.6666666666666666  |         1.0          |   0.3333333333333333  |   0.6666666666666666  |   0.6666666666666666   |   0.6666666666666666   |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666   |   0.6666666666666666  |   0.3333333333333333  |   0.6666666666666666  |         1.0          |         1.0          |   0.6666666666666666  |         1.0          |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |   0.6666666666666666  |
|          Weighted Lift           |   1.419753086419753    |   0.9199999999999999   |   3.5384615384615388   |   1.6428571428571428   |   1.0952380952380951   |   0.6258503401360545   |   1.0375939849624058   |   0.6666666666666666  |   0.8624999999999999   |   1.8400000000000003  |   1.189655172413793    |   0.8846153846153847  |   0.9078947368421053   |  1.2266666666666668  |         1.472         |   0.9199999999999999  |   1.0514285714285714  |  1.7037037037037037  |   0.9199999999999999  |   0.8624999999999999  |          1.15         |   0.9078947368421053  |          1.15         |  1.8400000000000003  |   1.2777777777777777  |   1.189655172413793   |   1.2777777777777777  |  1.8400000000000003  |  2.090909090909091   |   0.8624999999999999  |  1.7037037037037035  |   0.8624999999999999  |        0.575         |   0.8624999999999999  |          1.15         |          1.15         |  4.181818181818182   |          1.15         |   0.8846153846153847  |   0.605263157894737   |   1.419753086419753    |   1.7037037037037035   |          5.75         |   1.362962962962963   |   0.9078947368421053   |   1.0222222222222224   |   1.0222222222222224   |   0.7863247863247863  |   0.6666666666666666  |   1.0222222222222224   |   1.0222222222222224   |   1.0222222222222224   |   0.7863247863247863   |  0.40350877192982454   |   0.7666666666666666   |  0.40350877192982454   |   1.0222222222222224   |   0.7666666666666666   |   4.181818181818182    |   1.7037037037037035  |   1.0222222222222224   |   0.7666666666666666   |   1.362962962962963   |   0.7863247863247863  |   0.7666666666666666  |   0.8070175438596491  |   0.7666666666666666  |   0.7301587301587302  |   0.7301587301587302  |   0.5897435897435898   |          2.3          |  2.090909090909091   |   0.8070175438596491  |   2.090909090909091   |   0.8288288288288288  |   1.0222222222222224   |         2.0          |   0.7666666666666666  |          5.75         |   1.0222222222222224   |  2.090909090909091   |   1.0222222222222224   |   0.7666666666666666  |  2.5555555555555554  |   0.5897435897435898  |   1.0952380952380951  |   1.0574712643678161   |   1.0222222222222224   |   0.7666666666666666  |   0.7666666666666666  |   1.0574712643678161   |   0.7666666666666666  |   0.5897435897435898  |   0.8518518518518517  |         2.3          |  2.090909090909091   |   1.1358024691358024  |        2.875         |   0.7863247863247863  |   0.8070175438596491  |   0.7863247863247863  |   0.7666666666666666  |
|     Statistical Significance     | 1.424142883151663e-32  | 2.9596202599493535e-13 | 6.828973146495003e-14  | 2.3552533827063848e-11 | 0.0015702258797628994  | 0.0009381480048100842  | 0.0009381480048100842  |  0.004294940041767738 | 0.0001264447190822013  | 4.743882397876289e-06 |  0.000832241451327611  | 0.0032408861953800373 | 0.00021006285327378424 | 0.11057762598975222  |  0.017351873773757444 |  0.027187450910155224 |  0.040047371229723946 | 0.017351873773757444 |  0.09809412073054116  |  0.06052136092514842  |  0.11742252696489233  |  0.024976846466008406 |  0.11742252696489233  | 0.024976846466008406 |  0.04995067784602836  |  0.08496373282056466  |  0.18154194950197985  | 0.04050448594511028  | 0.04050448594511028  |  0.05777387274481401  | 0.06052136092514842  |  0.11742252696489233  | 0.08496373282056466  |  0.013768177695956438 |   0.1545570185033312  |  0.036204105796025815 | 0.08496373282056466  |  0.11357255754501894  |  0.06622417617475819  |  0.18154194950197985  | 1.8914148970457607e-33 | 6.796949589760927e-19  | 4.863738341546151e-16 | 2.902923199403531e-10 | 9.199073951060306e-10  | 1.7821023654283122e-07 | 4.983284411576456e-07  |  3.27163800242552e-05 | 0.0001472601553403747 | 3.5259883670386284e-05 | 5.696583427769818e-05  | 4.504074644678801e-06  | 4.993282873636523e-05  | 3.5259883670386284e-05 | 4.672798647684691e-05  | 1.0997924319791007e-05 | 4.299804143076308e-05  | 5.1170792717406447e-05 | 8.634355494665303e-06  | 5.208378411092837e-06 | 3.5259883670386284e-05 | 2.1294406251420637e-06 |  0.008841841088212994 |  0.01629878000270223  |  0.00563005368913748  |  0.00546143479223763  |  0.004080931713811954 |  0.01629878000270223  |  0.012327490855536982 | 0.0013023804866311643  | 0.0009299571452410174 | 0.005133451418360052 |  0.005461434792237632 |  0.004294154881842073 |  0.011925274779871256 |  0.011143996816492679  | 0.003942454656800901 | 0.0035444373542217033 | 0.0013811990938740388 |  0.12373026168677695   | 0.13385879948636156  |  0.02575848708136551   |   0.1714296434333343  |  0.1714296434333343  |  0.13385879948636156  |  0.08217184599436211  |   0.1714296434333343   |  0.15495205565363956   |  0.12373026168677695  |  0.13385879948636156  |   0.0699653451758843   |  0.08217184599436211  |  0.17703492573681073  |  0.017267977860251308 | 0.18840065009622142  | 0.13385879948636156  |  0.10440251967391068  |  0.0952398106376368  |   0.1714296434333343  |   0.1714296434333343  |  0.08217184599436211  |  0.06233237422202868  |
|           FleBiC Score           | 4.8252338490981636e-33 | 4.2687717534895694e-14 | 1.0365530015503203e-13 | 1.1120029751465639e-11 | 0.00019885048635676588 | 0.00021409429053232415 | 0.0001007010925324907  | 0.0008710601407148655 | 2.3084367686962387e-05 | 2.730943004862195e-06 | 0.00012085931439634087 | 0.0004984028926075735 | 2.8344913030297338e-05 | 0.019632664364058302 |  0.005138326913526186 |  0.003838936465954127 |  0.004653433552635951 | 0.010540388173777426 |  0.013851136629639662 |  0.010907229357485981 |  0.015551907827415674 |  0.003311721034871421 |  0.015551907827415674 | 0.014320051387234651 |  0.00845344819888085  |  0.012139423145798345 |  0.03072341622208541  | 0.023222560179359503 | 0.02880836991560293  |  0.010412073873838606 | 0.030169579522783024 |  0.021162023023997653 | 0.06570754683595792  |  0.00248131683869684  |  0.02047014800288402  |  0.004795016176769393 |  0.1583074835831699  |   0.0150420025213057  |  0.01002913759378341  |   0.0938597193512757  | 6.172002581210326e-34  | 2.7936398847086232e-19 | 9.927406229198015e-16 | 6.995847798793731e-11 | 1.0328641119902069e-10 | 2.0683959151420184e-08 | 5.783845709905866e-08  | 7.112558934246487e-06 | 2.294721752498102e-05 | 4.009795680898706e-06  | 6.478222060538159e-06  | 5.122086965887194e-07  | 1.0855424312767297e-05 | 2.804228898626837e-05  | 1.2216694631659616e-05 | 8.746681495257176e-06  | 4.889788135091955e-06  | 1.3378234240806713e-05 | 1.2072538136489878e-05 | 2.079679568967419e-06 | 4.009795680898706e-06  | 5.567268743004986e-07  | 0.0021335867404982953 | 0.0035051634329072196 | 0.0014587414428779708 |  0.001002696551034551 |  0.001057365443597487 |  0.002170254121537339 | 0.0016414595345791154 | 0.00025686895178215867 | 0.0005920913787292099 | 0.00283640327939518  | 0.0010026965510345515 | 0.0023726639246113143 |  0.001915651208974083 | 0.0012411897579783502  | 0.002034191767070565 | 0.0009183602760775891 |  0.002802988034670411 |  0.013490766121349968  |  0.0736477237825845  |  0.002808542713133647  |  0.04401546589219696  | 0.12639256357996023  |  0.02608728554839699  |  0.009375799935988305 |  0.018995309904612498  |  0.016894993305175066  |  0.031768397833860026 |  0.03436895338030385  |  0.007752529770126571  |  0.021098055226780096 |  0.03450173374822465  | 0.0024417612239760714 | 0.11951063080574563  |  0.0736477237825845  |  0.012409248733922499 | 0.08248363667929176  |  0.03646532191146029  |  0.031071976224258762 |  0.017479023792105156 |  0.016004166120874474 |
+----------------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+-----------------------+------------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+-----------------------+----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+-----------------------+------------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+------------------------+----------------------+-----------------------+-----------------------+------------------------+----------------------+------------------------+-----------------------+----------------------+-----------------------+-----------------------+------------------------+------------------------+-----------------------+-----------------------+------------------------+-----------------------+-----------------------+-----------------------+----------------------+----------------------+-----------------------+----------------------+-----------------------+-----------------------+-----------------------+-----------------------+
